2230,156,5.0
2317,156,4.0
936,156,5.0
2180,156,5.0
800,156,5.0
914,156,5.0
2919,156,5.0
2613,156,5.0
931,156,4.0
1715,156,5.0
424,1407,4.0
1748,1407,5.0
2392,1407,5.0
2180,1407,4.0
678,1407,4.0
1756,1407,4.0
162,1808,3.0
1142,1808,4.0
1245,1808,5.0
2467,1808,5.0
276,1808,5.0
129,1808,4.0
443,1808,5.0
509,926,5.0
944,926,3.0
2074,926,2.0
2254,926,5.0
2647,926,5.0
1485,926,5.0
283,926,5.0
1543,926,5.0
2887,926,5.0
578,926,5.0
377,926,5.0
1058,926,5.0
1833,926,3.0
2069,926,5.0
2450,926,5.0
1853,926,5.0
951,926,5.0
1510,926,5.0
1269,926,4.0
533,563,5.0
465,563,5.0
2657,563,5.0
2541,563,5.0
2400,563,5.0
367,563,3.0
425,563,5.0
1545,280,5.0
76,280,5.0
2583,280,4.0
118,280,5.0
1412,280,5.0
1953,280,5.0
2137,1270,5.0
2091,1270,4.0
1105,1270,5.0
2485,1270,3.0
2837,1270,5.0
249,1270,5.0
1310,1270,5.0
1890,1270,5.0
351,1270,5.0
344,1270,5.0
2886,1270,5.0
2089,1270,5.0
2190,1470,4.0
827,1470,5.0
2402,1470,5.0
762,1470,5.0
423,1470,5.0
2457,1470,3.0
2564,1470,5.0
971,143,4.0
2131,143,5.0
2524,143,4.0
610,143,5.0
2370,143,4.0
976,1360,5.0
1253,1360,4.0
2598,1360,4.0
2352,1360,5.0
2213,1360,4.0
2892,1360,5.0
434,1360,5.0
463,1360,4.0
1292,1360,5.0
563,1360,4.0
599,1360,5.0
285,1360,5.0
2093,1360,5.0
1699,1360,5.0
1453,1360,5.0
425,1360,4.0
1447,1360,5.0
2009,1360,5.0
2190,412,2.0
2329,412,5.0
1541,412,4.0
396,412,4.0
15,412,4.0
1106,412,4.0
22,412,5.0
1608,141,5.0
1010,141,5.0
1621,141,3.0
1884,141,5.0
1693,141,5.0
2793,141,5.0
688,141,4.0
412,141,5.0
2205,141,5.0
2367,141,5.0
290,141,5.0
2615,141,4.0
2925,141,5.0
2720,141,5.0
2415,141,5.0
1070,141,5.0
2732,141,5.0
2402,141,5.0
1369,141,5.0
2633,141,5.0
1122,141,5.0
1647,141,5.0
2564,141,5.0
2666,141,5.0
2723,141,4.0
443,141,1.0
1663,571,5.0
974,571,5.0
2431,571,5.0
720,571,5.0
497,571,5.0
1155,571,5.0
1995,571,5.0
1562,571,5.0
1363,531,5.0
996,531,5.0
1782,531,5.0
1287,531,5.0
2810,531,5.0
306,531,4.0
801,531,4.0
453,531,5.0
971,1342,2.0
1547,1342,5.0
1384,1342,5.0
2063,1342,4.0
210,1342,5.0
168,1342,4.0
2744,1342,5.0
1881,1342,5.0
942,1342,5.0
2032,1127,5.0
1300,1127,5.0
1656,1127,5.0
705,1127,5.0
2357,1127,4.0
135,1127,5.0
6,1127,5.0
292,1127,5.0
1736,1127,5.0
1168,1127,5.0
1966,1127,5.0
2383,1127,5.0
1551,1127,5.0
1989,1127,5.0
1697,1127,5.0
2728,1127,5.0
738,1127,5.0
674,1127,5.0
2305,1127,5.0
1464,1127,5.0
1323,1127,5.0
1107,1127,3.0
2287,1127,4.0
2378,1127,4.0
367,1127,5.0
2692,1127,5.0
1892,1127,5.0
1833,1127,4.0
503,1127,4.0
2087,1127,5.0
425,1127,5.0
1146,1127,5.0
2372,1127,5.0
102,1127,3.0
1670,1127,4.0
310,1127,3.0
860,1127,5.0
2537,1127,4.0
481,1127,4.0
478,1127,5.0
558,300,2.0
2119,300,5.0
181,300,5.0
1858,300,5.0
763,300,5.0
2667,300,5.0
868,300,5.0
2830,853,3.0
2826,853,5.0
1906,853,5.0
1494,853,5.0
2734,853,5.0
1900,853,4.0
1438,853,5.0
2709,853,5.0
2443,853,5.0
504,853,5.0
2512,853,4.0
558,853,2.0
918,853,5.0
730,853,4.0
324,853,4.0
2718,853,4.0
1572,853,3.0
1675,853,5.0
988,853,5.0
1042,853,5.0
2391,853,4.0
2707,853,5.0
1557,853,4.0
1708,853,5.0
852,853,4.0
938,853,5.0
2048,853,5.0
2313,853,2.0
2453,853,4.0
1391,853,5.0
1242,853,5.0
2626,853,4.0
1810,853,5.0
2281,853,4.0
12,853,5.0
63,853,5.0
1515,821,5.0
2358,821,5.0
77,821,5.0
526,821,5.0
258,821,5.0
222,821,5.0
640,912,5.0
2121,912,2.0
2638,912,4.0
252,912,4.0
2457,912,5.0
627,912,4.0
716,635,5.0
1238,635,4.0
2876,635,4.0
1397,635,4.0
904,635,3.0
2672,635,5.0
1486,635,5.0
162,1800,5.0
807,1800,5.0
1274,1800,5.0
1971,1800,5.0
2011,1800,5.0
2913,1800,5.0
2457,1800,5.0
848,1800,5.0
3,1800,5.0
1794,1800,5.0
841,19,5.0
1458,19,4.0
2479,19,5.0
802,19,5.0
2804,19,4.0
1490,19,5.0
1597,19,5.0
1861,19,5.0
163,19,5.0
2710,19,5.0
2297,19,5.0
813,238,5.0
1748,238,5.0
1501,238,5.0
748,238,5.0
2650,238,5.0
872,238,2.0
253,238,5.0
532,238,5.0
1221,238,5.0
1168,238,4.0
781,238,4.0
1543,238,5.0
2331,238,3.0
2916,238,5.0
2348,238,4.0
432,238,5.0
591,238,5.0
1933,238,4.0
2889,238,3.0
179,238,5.0
2432,238,5.0
1826,238,5.0
1385,238,4.0
2675,238,4.0
1373,238,5.0
777,238,5.0
966,238,5.0
1853,238,5.0
707,238,3.0
1024,238,4.0
951,238,2.0
1039,238,5.0
386,238,5.0
2665,875,5.0
1064,875,2.0
340,875,5.0
43,875,4.0
2729,875,5.0
1663,1815,3.0
1423,1815,5.0
2061,1815,5.0
1804,1815,5.0
916,1815,5.0
1064,1815,5.0
2831,1815,4.0
1832,1815,3.0
2346,1815,1.0
2663,1815,5.0
2120,1706,5.0
1423,1706,5.0
69,1706,5.0
2222,1706,5.0
1614,1706,3.0
2791,1706,5.0
1661,1706,5.0
1046,1706,5.0
2663,1706,5.0
773,1706,5.0
368,541,5.0
2279,541,1.0
186,541,5.0
1823,541,5.0
307,541,5.0
2504,541,5.0
2327,541,5.0
2631,541,5.0
797,541,5.0
1625,541,5.0
1274,469,5.0
111,469,5.0
1605,469,5.0
1094,469,5.0
629,469,5.0
1742,469,5.0
2060,1217,5.0
159,1217,5.0
1147,1217,4.0
430,1217,5.0
2018,1217,4.0
1894,1217,4.0
2528,1217,4.0
2587,1217,4.0
2471,1217,5.0
1629,1217,2.0
474,1217,5.0
2385,1217,5.0
200,1217,5.0
2620,1217,5.0
635,1217,4.0
852,1217,4.0
1182,1217,5.0
2555,1217,5.0
